t1,t2,seqnr
1678787148341352699,1678787148343378777,699
1678787148441355911,1678787148443382157,700
1678787148541352816,1678787148543379179,701
1678787148641352746,1678787148643378951,702
1678787148741352952,1678787148743379257,703
1678787148841352718,1678787148843378966,704
1678787148941352744,1678787148943378252,705
1678787149041352763,1678787149043378795,706
1678787149141353246,1678787149143378864,707
1678787149241352898,1678787149243378909,708
1678787149341352907,1678787149343379008,709
1678787149441356493,1678787149443382753,710
1678787149541352804,1678787149543379011,711
1678787149641352734,1678787149643378966,712
1678787149741353021,1678787149743379451,713
1678787149841352793,1678787149843378939,714
1678787149941352714,1678787149943378903,715
1678787150041352906,1678787150043378960,716
1678787150141352692,1678787150143378826,717
1678787150241352604,1678787150243378729,718
1678787150341352811,1678787150343379075,719
1678787150441356113,1678787150443381983,720
1678787150541352836,1678787150543378904,721
1678787150641352810,1678787150643378679,722
1678787150741353063,1678787150743379427,723
1678787150841353062,1678787150843379343,724
1678787150941352693,1678787150943378858,725
1678787151041352923,1678787151043379103,726
1678787151141352656,1678787151143379098,727
1678787151241352651,1678787151243378333,728
1678787151341352869,1678787151343378943,729
1678787151441356036,1678787151443382201,730
1678787151541352857,1678787151543379005,731
1678787151641352739,1678787151643378808,732
1678787151741353062,1678787151743379465,733
1678787151841352926,1678787151843379160,734
1678787151941352762,1678787151943378940,735
1678787152041352851,1678787152043378963,736
1678787152141352700,1678787152143378769,737
1678787152241352651,1678787152243378949,738
1678787152341352894,1678787152343378890,739
1678787152441356218,1678787152443382507,740
1678787152541352773,1678787152543378885,741
1678787152641352852,1678787152643378938,742
1678787152741353025,1678787152743379471,743
1678787152841352887,1678787152843378277,744
1678787152941352776,1678787152943378955,745
1678787153041352672,1678787153043378866,746
1678787153141352773,1678787153143378567,747
1678787153241352666,1678787153243378837,748
1678787153341352856,1678787153343378931,749
1678787153441356119,1678787153443382260,750
1678787153541352744,1678787153543378794,751
1678787153641352791,1678787153643378969,752
1678787153741352962,1678787153743379370,753
1678787153841352762,1678787153843378797,754
1678787153941352745,1678787153943379016,755
1678787154041352714,1678787154043378001,756
1678787154141352756,1678787154143378901,757
1678787154241352841,1678787154243378663,758
1678787154341352726,1678787154343378790,759
1678787154441356484,1678787154443382631,760
1678787154541352791,1678787154543379099,761
1678787154641352747,1678787154643378818,762
1678787154741353117,1678787154743379519,763
1678787154841352871,1678787154843378848,764
1678787154941352828,1678787154943378986,765
1678787155041352730,1678787155043378764,766
1678787155141352784,1678787155143378843,767
1678787155241352663,1678787155243378757,768
1678787155341352706,1678787155343378802,769
1678787155441356335,1678787155443382095,770
1678787155541352843,1678787155543379164,771
1678787155641352874,1678787155643378898,772
1678787155741352987,1678787155743379356,773
