t1,t2,seqnr
1678785202110990076,1678785202112774563,653
1678785202210988741,1678785202212760196,654
1678785202310967996,1678785202312764089,655
1678785202410910111,1678785202412773629,656
1678785202511010464,1678785202512771870,657
1678785202610797535,1678785202612783125,658
1678785202710996175,1678785202712772244,659
1678785202810969961,1678785202812774262,660
1678785202910997234,1678785202912775834,661
1678785203010992362,1678785203012773728,662
1678785203110996475,1678785203112773933,663
1678785203210995403,1678785203212723817,664
1678785203310974475,1678785203312767894,665
1678785203410988782,1678785203412772346,666
1678785203510992562,1678785203512774364,667
1678785203610996171,1678785203612775505,668
1678785203710994460,1678785203712774527,669
1678785203810973047,1678785203812774244,670
1678785203910988346,1678785203912773792,671
1678785204010985441,1678785204012775646,672
1678785204110986619,1678785204112773775,673
1678785204210991112,1678785204212717720,674
1678785204310831502,1678785204312761116,675
1678785204410990925,1678785204412771565,676
1678785204510815528,1678785204512773853,677
1678785204610991504,1678785204612774224,678
1678785204710991779,1678785204712773765,679
1678785204810805981,1678785204812774088,680
1678785204910989386,1678785204912774327,681
1678785205010990040,1678785205012774546,682
1678785205110986794,1678785205112774304,683
1678785205210800356,1678785205212721799,684
1678785205310830858,1678785205312761876,685
1678785205411009022,1678785205412773859,686
1678785205510814634,1678785205512772271,687
1678785205610986658,1678785205612774023,688
1678785205710989177,1678785205712774035,689
1678785205810970359,1678785205812775994,690
1678785205910992307,1678785205912774190,691
1678785206010993877,1678785206012774220,692
1678785206110990498,1678785206112774562,693
1678785206210987743,1678785206212721524,694
1678785206310991114,1678785206312763074,695
1678785206410813049,1678785206412770720,696
1678785206510804550,1678785206512772306,697
1678785206610806160,1678785206612774022,698
1678785206710992669,1678785206712773926,699
1678785206810967410,1678785206812778101,700
1678785206910989021,1678785206912774526,701
1678785207010993412,1678785207012773872,702
1678785207110992761,1678785207112774037,703
1678785207210991606,1678785207212718344,704
1678785207311015890,1678785207312764129,705
1678785207410966150,1678785207412772220,706
1678785207510993438,1678785207512772429,707
1678785207610994303,1678785207612773976,708
1678785207710991115,1678785207712773849,709
1678785207810938740,1678785207812776150,710
1678785207910997718,1678785207912774159,711
1678785208010988098,1678785208012774001,712
1678785208110990406,1678785208112774631,713
